address,addressZipcode,beds,baths,area,price,year,source
"1980 KOHLER DR  , BOULDER, CO 80305",80305,4.0,2.0,1751.0,1350000,2020,bouldercounty
"2060 PEARL ST 3, BOULDER, CO 80302",80302,2.0,2.0,2080.0,1150000,2020,bouldercounty
"2117 JORDAN PL  , BOULDER, CO 80304",80304,4.0,2.5,2056.0,1100000,2020,bouldercounty
"3401 ARAPAHOE AVE 309, BOULDER, CO 80303",80303,1.0,1.0,1043.0,529900,2020,bouldercounty
"1550 CHAMBERS DR  , GOLDEN, CO 80401",80401,2.0,2.5,1980.0,529500,2020,bouldercounty
"555 HARTFORD DR  , BOULDER, CO 80305",80305,5.0,4.0,3514.0,1900000,2020,bouldercounty
"4951 NOBLE PARK PL  , BOULDER, CO 80301",80301,2.0,2.0,1279.0,573900,2020,bouldercounty
"5137 GALLATIN PL  , BOULDER, CO 80303",80303,5.0,2.0,2884.0,972500,2020,bouldercounty
"1330 CHAMBERS DR  , BOULDER, CO 80305",80305,6.0,4.0,3496.0,1100000,2020,bouldercounty
"950 QUINCE AVE A, BOULDER, CO 80304",80304,4.0,3.5,2804.0,2050000,2020,bouldercounty
"2390 GLENWOOD DR  , KENOSHA, WI 53144",53144,3.0,1.5,1554.0,985000,2020,bouldercounty
"3455 17TH ST  , BOULDER, CO 80304",80304,3.0,2.0,1652.0,770000,2020,bouldercounty
"5070 RALSTON ST C, BOULDER, CO 80305",80305,2.0,1.5,883.0,479000,2020,bouldercounty
"3301 ARAPAHOE AVE 419, BOULDER, CO 80303",80303,1.0,1.0,1160.0,643300,2020,bouldercounty
"3009 MADISON AVE 314M, BOULDER, CO 80303",80303,1.0,1.0,570.0,236000,2020,bouldercounty
"3136 9TH ST  , BOULDER, CO 80304",80304,4.0,3.5,3100.0,1988000,2020,bouldercounty
"3003 VALMONT RD 70, BOULDER, CO 80301",80301,,0.0,720.0,54000,2020,bouldercounty
"3715 LONGWOOD AVE  , BOULDER, CO 80305",80305,3.0,2.0,2372.0,1427500,2020,bouldercounty
"1040 MIAMI WAY  , BOULDER, CO 80305",80305,3.0,2.0,2687.0,855000,2020,bouldercounty
"4150 RIVERSIDE DR  , BOULDER, CO 80304",80304,3.0,1.5,2119.0,830000,2020,bouldercounty
"4150 LONGVIEW LN  , BOULDER, CO 80308",80308,3.0,3.0,2031.0,745000,2020,bouldercounty
"3316 34TH ST  , BOULDER, CO 80301",80301,3.0,2.0,1416.0,537000,2020,bouldercounty
"5879 ORCHARD CREEK LN  , BOULDER, CO 80301",80301,3.0,2.5,2061.0,772500,2020,bouldercounty
"605 ALPINE AVE  , BOULDER, CO 80304",80304,4.0,1.5,2016.0,1225000,2020,bouldercounty
"440 TERRACE AVE  , BOULDER, CO 80304",80304,3.0,4.0,2798.0,870000,2020,bouldercounty
"3335 TALISMAN CT C, DENVER, CO 80212",80212,2.0,1.5,968.0,289000,2020,bouldercounty
"5505 VALMONT RD 56, BOULDER, CO 80301-2927",80301-2927,,0.0,1123.0,115000,2020,bouldercounty
"1270 26TH ST  , BOULDER, CO 80304",80304,5.0,2.0,2390.0,867500,2020,bouldercounty
"725 37TH ST  , FORT WORTH, TX 76116",76116,3.0,1.0,1340.0,620000,2020,bouldercounty
"2902 SHADOW CREEK DR 306, BOULDER, CO 80303",80303,1.0,1.0,608.0,300000,2020,bouldercounty
"5530 STONEWALL PL 28, BOULDER, CO 80303",80303,2.0,1.5,859.0,350000,2020,bouldercounty
"5271 EUCLID AVE  , BOULDER, CO 80303",80303,3.0,2.5,2122.0,1255000,2020,bouldercounty
"500 MANHATTAN DR D8, BOULDER, CO 80302",80302,2.0,2.0,1112.0,365000,2020,bouldercounty
"4657 HUEY CIR  , BOULDER, CO 80305-6736",80305-6736,4.0,2.5,2853.0,1086300,2020,bouldercounty
"3196 REDSTONE RD 16, BOULDER, CO 80305",80305,2.0,1.0,928.0,544500,2020,bouldercounty
"3895 CARLOCK DR  , BOULDER, CO 80305",80305,3.0,1.5,1540.0,842000,2020,bouldercounty
"3115 FREMONT ST  , BOULDER, CO 80304",80304,3.0,2.0,2366.0,1121200,2020,bouldercounty
"2201 PEARL ST 202, BOULDER, CO 80302",80302,1.0,1.0,752.0,555000,2020,bouldercounty
"1895 ALPINE AVE 13C, BOULDER, CO 80304",80304,2.0,1.0,888.0,480000,2020,bouldercounty
"5000 BUTTE  22, BOULDER, CO 80301",80301,,0.0,624.0,73407,2020,bouldercounty
"805 29TH ST 554, BROOMFIELD, CO 80023",80023,3.0,2.0,1177.0,480000,2020,bouldercounty
"2407 BRIARWOOD DR  , BOULDER, CO 80305",80305,4.0,3.0,3993.0,1875000,2020,bouldercounty
"4645 BROADWAY  B3, BOULDER, CO 80304",80304,2.0,2.0,1355.0,591000,2020,bouldercounty
"737 PEARL ST  , BOULDER, CO 80302",80302,5.0,2.0,2304.0,1475000,2020,bouldercounty
"1235 TAMARACK AVE  , BOULDER, CO 80304",80304,4.0,3.0,2932.0,1542000,2020,bouldercounty
"5000 BUTTE ST 188, LONGMONT, CO 80504-3765",80504-3765,,0.0,1056.0,54219,2020,bouldercounty
"600 MANHATTAN DR 3A, BOULDER, CO 80303",80303,1.0,1.0,866.0,240000,2020,bouldercounty
"985 POPLAR AVE  , BOULDER, CO 80304",80304,4.0,3.0,2515.0,995000,2020,bouldercounty
"2990 SHADOW CREEK DR 207, BASALT, CO 81621",81621,2.0,1.5,1159.0,480000,2020,bouldercounty
"2880 SUNDOWN LN 202, LAWRENCE, KS 66049-3609",66049-3609,1.0,1.0,609.0,349000,2020,bouldercounty
"5255 CENTENNIAL TRL  , BOULDER, CO 80303",80303,4.0,2.5,2709.0,1070000,2020,bouldercounty
"3845 APACHE CT C, BOULDER, CO 80303",80303,2.0,2.5,2099.0,570000,2020,bouldercounty
"1140 PORTLAND PL 108, BOULDER, CO 80304",80304,2.0,2.0,1284.0,810000,2020,bouldercounty
"3180 18TH ST  , BOULDER, CO 80305",80305,3.0,2.0,2376.0,911500,2020,bouldercounty
"4500 19TH ST 68, BOULDER, CO 80304",80304,1.0,0.0,2596.0,145000,2020,bouldercounty
"1740 OAK AVE  , BOULDER, CO 80304",80304,3.0,3.5,3910.0,2000000,2020,bouldercounty
"1000 36TH ST  , BOULDER, CO 80301",80301,4.0,1.5,1932.0,730000,2020,bouldercounty
"1245 HARTFORD DR  , BOULDER, CO 80305",80305,3.0,1.5,966.0,690000,2020,bouldercounty
"2995 DARLEY AVE  , BOULDER, CO 80305",80305,4.0,2.0,2558.0,975000,2020,bouldercounty
"3900 BRITTING AVE , BOULDER, CO 80305",80305,4.0,2.0,2387.0,840000,2020,bouldercounty
"3122 10TH ST  , BOULDER, CO 80304",80304,4.0,2.5,2124.0,1386600,2020,bouldercounty
"5089 5TH ST  , BOULDER, CO 80304-4747",80304-4747,3.0,4.0,2580.0,850000,2020,bouldercounty
"932 ARAPAHOE AVE  , BOULDER, CO 80302",80302,3.0,1.5,1248.0,728000,2020,bouldercounty
"3790 DARLEY AVE  , BOULDER, CO 80305",80305,4.0,2.0,2322.0,810000,2020,bouldercounty
"2707 VALMONT RD 214D, LITTLETON, CO 80127",80127,2.0,1.0,792.0,271000,2020,bouldercounty
"795 35TH ST  , BOULDER, CO 80303",80303,3.0,1.5,1970.0,649000,2020,bouldercounty
"4656 INGRAM CT  , BOULDER, CO 80305",80305,5.0,2.5,2214.0,728963,2020,bouldercounty
"1160 OAKDALE PL  , BOULDER, CO 80304",80304,2.0,1.5,1362.0,683000,2020,bouldercounty
"2007 COLUMBINE AVE  , BOULDER, CO 80302",80302,4.0,3.0,2799.0,1655000,2020,bouldercounty
"1600 ALPINE AVE  , BOULDER, CO 80304-3509",80304-3509,3.0,1.0,1006.0,859900,2020,bouldercounty
"4122 AMBER ST  , BOULDER, CO 80304",80304,2.0,1.5,1158.0,685000,2020,bouldercounty
"3885 NORTHBROOK DR  , BOULDER, CO 80304",80304,3.0,2.0,1804.0,770000,2020,bouldercounty
"5997 WELLINGTON RD  , BOULDER, CO 80301",80301,4.0,3.5,3018.0,825000,2020,bouldercounty
"2750 UNIVERSITY HEIGHTS AVE  , BOULDER, CO 80302",80302,3.0,1.5,1785.0,997500,2020,bouldercounty
"550 MOHAWK DR 60, WOODLAND HILLS, CA 90293",90293,2.0,1.5,1109.0,455000,2020,bouldercounty
"550 MOHAWK DR 60, WOODLAND HILLS, CA 90293",90293,2.0,1.5,1109.0,455000,2020,bouldercounty
"2735 CARNEGIE DR  , BOULDER, CO 80305",80305,2.0,1.0,792.0,712000,2020,bouldercounty
"2010 18TH ST , BOULDER, CO 80302",80302,2.0,1.5,1337.0,860000,2020,bouldercounty
"1590 CASCADE AVE  , BOULDER, CO 80302",80302,5.0,3.0,3756.0,1800000,2020,bouldercounty
"4148 AUTUMN CT  , BOULDER, CO 80304",80304,3.0,1.5,1500.0,711000,2020,bouldercounty
"342 HOLLYBERRY LN  , BOULDER, CO 80305",80305,4.0,3.0,3491.0,2037500,2020,bouldercounty
"3830 LAKEBRIAR DR  , BOULDER, CO 80304",80304,3.0,3.0,2468.0,1220000,2020,bouldercounty
"801 ZAMIA AVE  , PHILADELPHIA, PA 19103",19103,3.0,2.0,1663.0,998000,2020,bouldercounty
"1860 WALNUT ST 4, BOULDER, CO 80302",80302,2.0,1.0,1080.0,635000,2020,bouldercounty
"303 CANYON BLVD B, BOULDER, CO 80302",80302,2.0,2.0,1753.0,1216000,2020,bouldercounty
"4500 19TH ST 207, BOULDER, CO 80304-0617",80304-0617,,0.0,1056.0,15500,2020,bouldercounty
"4243 AMBER ST  , BOULDER, CO 80304",80304,4.0,3.5,2439.0,810000,2020,bouldercounty
"2855 LAFAYETTE DR  , BOULDER, CO 80305",80305,3.0,2.0,2834.0,1875000,2020,bouldercounty
"3483 CRIPPLE CREEK SQ A17, BOULDER, CO 80305",80305,2.0,1.0,832.0,497000,2020,bouldercounty
"2895 DARTMOUTH AVE  , NEDERLAND, CO 80466-9612",80466-9612,2.0,1.5,1558.0,717500,2020,bouldercounty
"2227 CANYON BLVD 404A, NEDERLAND, CO 80466",80466,2.0,1.0,923.0,430000,2020,bouldercounty
"1155 CANYON BLVD 203, BOULDER, CO 80302",80302,2.0,0.5,1142.0,685000,2020,bouldercounty
"1087 11TH ST  , LOUISVILLE, CO 80027",80027,7.0,2.0,3204.0,1760000,2020,bouldercounty
"350 ARAPAHOE AVE 18, LAKEWOOD, CO 80227",80227,2.0,1.0,851.0,199000,2020,bouldercounty
"4551 13TH ST 3E, BOULDER, CO 80304",80304,0.0,1.0,501.0,390000,2020,bouldercounty
"2611 JUNIPER AVE 18, BOULDER, CO 80304",80304,3.0,2.0,1503.0,550000,2020,bouldercounty
"5217 PINEHURST DR  , BOULDER, CO 80301",80301,5.0,3.5,5335.0,1746500,2020,bouldercounty
"7452 AUGUSTA DR  , BOULDER, CO 80301",80301,5.0,3.5,3762.0,915000,2020,bouldercounty
"4390 DARLEY AVE  , BOULDER, CO 80305",80305,3.0,1.0,1156.0,670000,2020,bouldercounty
"3075 9TH ST  , BOULDER, CO 80304",80304,3.0,1.0,1191.0,925000,2020,bouldercounty
"424 CONCORD AVE  , BOULDER, CO 80304",80304,3.0,1.5,2725.0,1800000,2020,bouldercounty
"1094 QUINCE AVE  , BOULDER, CO 80304",80304,4.0,3.5,2600.0,1025500,2020,bouldercounty
"267 DAKOTA BLVD  , BOULDER, CO 80304",80304,5.0,3.5,3426.0,1920000,2020,bouldercounty
"3250 ONEAL CIR 11H, BOULDER, CO 80301",80301,1.0,1.0,631.0,225000,2020,bouldercounty
"1895 ALPINE AVE 38J, BOULDER, CO 80304",80304,2.0,1.0,910.0,495000,2020,bouldercounty
"4635 LUDLOW ST  , BOULDER, CO 80305",80305,5.0,1.5,2052.0,780000,2020,bouldercounty
"1330 CHAMBERS DR  , BOULDER, CO 80305",80305,6.0,4.0,3496.0,1100000,2020,bouldercounty
"1544 9TH ST  , PALOS VERDES ESTATES, CA 90274",90274,3.0,1.5,1498.0,942000,2020,bouldercounty
"3601 ARAPAHOE AVE 207, BOULDER, CO 80303",80303,1.0,1.0,952.0,465000,2020,bouldercounty
"2890 SHADOW CREEK DR 204, BOULDER, CO 80303",80303,1.0,1.0,864.0,329000,2020,bouldercounty
"2850 COLLEGE AVE 105, GRANITE BAY, CA 95746",95746,3.0,2.5,1353.0,730000,2020,bouldercounty
"2250 GOSS CIR , BOULDER, CO 80304",80304,2.0,1.0,613.0,513500,2020,bouldercounty
"3350 15TH ST  , BOULDER, CO 80304-2210",80304-2210,4.0,2.0,1898.0,1098000,2020,bouldercounty
"2210 SPOTSWOOD PL  , BOULDER, CO 80304",80304,5.0,4.0,5825.0,1835000,2020,bouldercounty
"1600 ZAMIA AVE  , BOULDER, CO 80304",80304,4.0,3.5,2651.0,913000,2020,bouldercounty
"5894 ORCHARD CREEK LN  , BOULDER, CO 80301",80301,3.0,3.5,3151.0,759000,2020,bouldercounty
"3194 NOBLE CT  , BOULDER, CO 80301",80301,4.0,3.0,1985.0,750000,2020,bouldercounty
"3301 ARAPAHOE AVE 228, CHAPEL HILL, NC 27516",27516,3.0,2.0,1681.0,1091900,2020,bouldercounty
"4291 EATON CT  , PIEDMONT, CA 94611",94611,3.0,1.5,1304.0,661405,2020,bouldercounty
"1020 15TH ST  , ERIE, CO 80516",80516,3.0,2.0,3276.0,1050000,2020,bouldercounty
"2465 20TH ST  , BOULDER, CO 80304",80304,5.0,3.5,2200.0,1225000,2020,bouldercounty
"1215 CEDAR AVE 301, BOULDER, CO 80304",80304,2.0,1.5,1860.0,1285000,2020,bouldercounty
"3091 29TH ST 209, BOULDER, CO 80301",80301,2.0,1.5,1209.0,461700,2020,bouldercounty
"1205 EAST RIDGE AVE  , BOULDER, CO 80301",80301,5.0,2.0,2264.0,822000,2020,bouldercounty
"5472 WHITE PL  , BOULDER, CO 80303-1227",80303-1227,2.0,1.5,1794.0,655000,2020,bouldercounty
"4980 MEREDITH   311, BOULDER, CO 80303",80303,1.0,1.0,663.0,325000,2020,bouldercounty
"610 EMPORIA RD  , BOULDER, CO 80305-5613",80305-5613,4.0,3.0,2851.0,1437000,2020,bouldercounty
"3244 6TH ST  , BOULDER, CO 80304",80304,2.0,1.5,1290.0,918000,2020,bouldercounty
"1155 CANYON BLVD 301, BOULDER, CO 80302",80302,1.0,1.0,1038.0,685000,2020,bouldercounty
"4165 15TH ST  , BOULDER, CO 80304",80304,4.0,2.0,2198.0,1325000,2020,bouldercounty
"1310 ROSEWOOD AVE 5B, BOULDER, CO 80304",80304,2.0,2.0,1726.0,687500,2020,bouldercounty
"7327 BUCKINGHAM RD  , BOULDER, CO 80301",80301,3.0,2.5,2368.0,800000,2020,bouldercounty
"5342 DESERT MOUNTAIN CT  , BOULDER, CO 80301",80301,4.0,2.5,3270.0,800000,2020,bouldercounty
"5371 DESERT MOUNTAIN CT  , SUGAR LAND, TX 77479",77479,5.0,3.5,4323.0,950000,2020,bouldercounty
"4320 MONROE DR A, BOULDER, CO 80303",80303,3.0,1.5,1044.0,479000,2020,bouldercounty
"5071 ELLSWORTH PL  , BOULDER, CO 80505",80505,5.0,2.0,3958.0,1275000,2020,bouldercounty
"530 MOHAWK DR 88, BOULDER, CO 80303-1298",80303-1298,1.0,1.0,945.0,399000,2020,bouldercounty
"1285 BEAR MOUNTAIN DR D, BOULDER, CO 80303",80303,3.0,2.0,1558.0,580000,2020,bouldercounty
"5020 RALSTON ST 9G, BOULDER, CO 80304",80304,2.0,2.0,1310.0,528000,2020,bouldercounty
"1949 PEARL ST RB, SILVERTHORNE, CO 80498",80498,2.0,2.0,1035.0,925000,2020,bouldercounty
"760 MOORHEAD CIR B, BOULDER, CO 80305",80305,2.0,1.5,1044.0,440000,2020,bouldercounty
"66 BENTHAVEN PL  , BOULDER, CO 80305",80305,3.0,1.5,1540.0,699000,2020,bouldercounty
"659 QUINCE CIR  , BOULDER, CO 80304",80304,4.0,2.5,2896.0,1850000,2020,bouldercounty
"3185 19TH ST  , BOULDER, CO 80304",80304,4.0,2.0,2874.0,925000,2020,bouldercounty
"4650 HOLIDAY DR 104, BUTTE, MT 59701",59701,2.0,2.0,1102.0,574000,2020,bouldercounty
"4009 NEVIS ST  , BOULDER, CO 80301",80301,5.0,4.0,5194.0,1615000,2020,bouldercounty
"3687 SILVERTON ST  , BOULDER, CO 80301",80301,6.0,3.0,3733.0,1162500,2020,bouldercounty
"3156 29TH ST  , BASALT, CO 81621",81621,4.0,2.0,1930.0,585000,2020,bouldercounty
"295 HOPI PL  , BOULDER, CO 80303",80303,3.0,2.5,2710.0,1300000,2020,bouldercounty
"4705 OSAGE DR  , BOULDER, CO 80303",80303,4.0,3.0,3450.0,950000,2020,bouldercounty
"507 LOCUST PL  , BOULDER, CO 80306",80306,4.0,3.0,3555.0,1169000,2020,bouldercounty
"3401 ARAPAHOE AVE 209, BOULDER, CO 80303",80303,1.0,1.0,1044.0,519900,2020,bouldercounty
"191 PAWNEE DR  , BOULDER, CO 80303",80303,4.0,2.0,1760.0,730000,2020,bouldercounty
"1320 6TH ST  , BOULDER, CO 80302",80302,3.0,2.5,2170.0,1445000,2020,bouldercounty
"4905 NOBLE PARK PL  , BOULDER, CO 80301",80301,3.0,2.0,1306.0,589000,2020,bouldercounty
"1487 BROWN CIR  , BOULDER, CO 80305",80305,4.0,1.5,2322.0,674700,2020,bouldercounty
"1810 OAK AVE , BOULDER, CO 80304",80304,3.0,1.5,1784.0,985000,2020,bouldercounty
"4675 14TH ST  , BOULDER, CO 80304",80304,3.0,2.5,1502.0,750000,2020,bouldercounty
"3035 ONEAL PKWY 36T, BOULDER, CO 80301",80301,1.0,1.0,751.0,220000,2020,bouldercounty
"3363 ONEAL PKWY 37, BOULDER, CO 80301",80301,2.0,1.0,938.0,315000,2020,bouldercounty
"1550 MACARTHUR DR  , BOULDER, CO 80303",80303,4.0,2.5,1896.0,577000,2020,bouldercounty
"946 QUINCE AVE  , BOULDER, CO 80304",80304,5.0,3.0,3517.0,1685000,2020,bouldercounty
"836 9TH ST  , BOULDER, CO 80302",80302,3.0,1.5,2100.0,1025000,2020,bouldercounty
"2030 COLUMBINE AVE  , BOULDER, CO 80302",80302,2.0,1.5,2513.0,1229000,2020,bouldercounty
"928 GRANDVIEW AVE  , ENGLEWOOD, CO 80111",80111,2.0,1.0,1057.0,661700,2020,bouldercounty
"3227 OURAY ST  , HELENA, MT 59601",59601,4.0,2.5,2642.0,1064622,2020,bouldercounty
"2640 HAWTHORNE PL , BOULDER, CO 80304",80304,3.0,2.5,1272.0,565000,2020,bouldercounty
"3401 ARAPAHOE AVE 303, BOULDER, CO 80303",80303,2.0,2.0,1541.0,869900,2020,bouldercounty
"4345 COMANCHE DR  , LONGMONT, CO 80503",80503,6.0,3.0,3187.0,1112650,2020,bouldercounty
"4950 SIOUX DR  , LITTLETON, CO 80127",80127,3.0,2.0,2274.0,625000,2020,bouldercounty
"3835 SILVER PLUME CIR  , BOULDER, CO 80305",80305,3.0,2.0,1452.0,997000,2020,bouldercounty
"2444 9TH ST 4, BOULDER, CO 80304",80304,2.0,1.5,1280.0,750000,2020,bouldercounty
"2950 BROADWAY   2, HASTINGS-ON-HUDSON, NY 10706",10706,2.0,1.0,883.0,599000,2020,bouldercounty
"1229 CEDAR AVE  , BOULDER, CO 80304-3113",80304-3113,2.0,3.0,2410.0,1180000,2020,bouldercounty
"1420 LEE HILL DR 6, BOULDER, CO 80304",80304,1.0,1.0,777.0,435000,2020,bouldercounty
"4975 TWIN LAKES RD 76, BOULDER, CO 80301",80301,2.0,2.0,961.0,352000,2020,bouldercounty
"700 30TH ST  , BOULDER, CO 80303-2706",80303-2706,6.0,5.0,3200.0,1457500,2020,bouldercounty
"4170 MONROE DR C, BOULDER, CO 80303",80303,2.0,1.5,1056.0,415000,2020,bouldercounty
"3460 COLORADO AVE 3B, BROOMFIELD, CO 80020",80020,1.0,1.0,504.0,230000,2020,bouldercounty
"2443 BLUFF ST  , BOULDER, CO 80304",80304,2.0,2.5,1428.0,859000,2020,bouldercounty
"4138 AUTUMN CT  , BOULDER, CO 80304",80304,2.0,1.5,1184.0,635000,2020,bouldercounty
"4172 WESTCLIFFE CT  , BOULDER, CO 80301",80301,6.0,3.0,3921.0,1185000,2020,bouldercounty
"3365 CHISHOLM TRL B103, BOULDER, CO 80301",80301,2.0,1.0,963.0,49700,2020,bouldercounty
"4282 GREENBRIAR BLVD  , BOULDER, CO 80305",80305,5.0,2.5,1782.0,632000,2020,bouldercounty
"980 COLLEGE AVE  , SUPERIOR, CO 80027",80027,4.0,1.5,1554.0,850000,2020,bouldercounty
"927 10TH ST  , BOULDER, CO 80302",80302,4.0,1.5,2648.0,1220000,2020,bouldercounty
"2462 20TH ST  , BOULDER, CO 80304",80304,3.0,1.5,2094.0,770000,2020,bouldercounty
"2175 FLORAL DR  , BOULDER, CO 80304",80304,3.0,1.5,1634.0,685000,2020,bouldercounty
"2593 KALMIA AVE  , BOULDER, CO 80304",80304,4.0,2.5,2913.0,1150000,2020,bouldercounty
"1460 LEE HILL DR 1, BOULDER, CO 80301",80301,2.0,2.0,916.0,472500,2020,bouldercounty
"3601 ARAPAHOE AVE 324, BOULDER, CO 80303",80303,2.0,1.5,1248.0,787500,2020,bouldercounty
"33 SOUTH BOULDER CIR 314, BOULDER, CO 80303",80303,2.0,1.5,948.0,390000,2020,bouldercounty
"3735 SMUGGLER PL  , BOULDER, CO 80305",80305,2.0,1.5,1233.0,656000,2020,bouldercounty
"4353 SNOWBERRY CT  , BOULDER, CO 80304",80304,4.0,3.0,3275.0,1895000,2020,bouldercounty
"2930 SHADY HOLLOW WEST    , SAN FRANCISCO, CA 94112",94112,2.0,2.0,1142.0,489000,2020,bouldercounty
"4500 19TH ST 315, BOULDER, CO 80304",80304,,0.0,896.0,42000,2020,bouldercounty
"1820 MARY LN 9, BOULDER, CO 80304",80304,2.0,2.0,1610.0,670000,2020,bouldercounty
"3650 PINEDALE ST E, MADISON, WI 53703-1696",53703-1696,3.0,3.5,2534.0,830000,2020,bouldercounty
"3003 VALMONT RD 149, BOULDER, CO 80301",80301,,0.0,980.0,65000,2020,bouldercounty
"1502 CHAMBERS DR  , BOULDER, CO 80305",80305,4.0,2.5,2382.0,620000,2020,bouldercounty
"125 42ND ST  , CRESTED BUTTE, CO 81224",81224,4.0,1.5,1426.0,750000,2020,bouldercounty
"3103 BROADWAY    , BOULDER, CO 80301",80301,5.0,2.0,2716.0,774000,2020,bouldercounty
"1819 MARIPOSA AVE  , BOULDER, CO 80302-7136",80302-7136,2.0,1.0,1028.0,901500,2020,bouldercounty
"2315 JASPER CT  , BOULDER, CO 80304",80304,3.0,3.0,2171.0,825000,2020,bouldercounty
"4742 16TH ST  , BOULDER, CO 80304",80304,4.0,3.5,2640.0,926000,2020,bouldercounty
"4525 13TH ST 4I, BOULDER, CO 80304",80304,2.0,1.5,1203.0,775000,2020,bouldercounty
"5000 BUTTE ST 165, BOULDER, CO 80301",80301,,0.0,896.0,6000,2020,bouldercounty
"2790 DARLEY AVE  , BOULDER, CO 80305",80305,3.0,1.5,1836.0,930000,2020,bouldercounty
"805 YALE RD  , BOULDER, CO 80305",80305,2.0,2.0,4032.0,920000,2020,bouldercounty
"916 LOCUST AVE  , BOULDER, CO 80304",80304,7.0,3.5,5029.0,1687327,2020,bouldercounty
"2701 MAPLETON AVE C, BOULDER, CO 80304",80304,1.0,1.0,747.0,484000,2020,bouldercounty
"3003 VALMONT RD 264, BOULDER, CO 80301-2151",80301-2151,,0.0,924.0,15000,2020,bouldercounty
"4886 HOPKINS PL  , FRANKFORT, IL 60423",60423,4.0,2.0,2017.0,734000,2020,bouldercounty
"4595 WHITNEY PL  , BOULDER, CO 80305",80305,5.0,1.5,2129.0,750000,2020,bouldercounty
"3295 EMERSON AVE  , PLANTATION, FL 33324",33324,5.0,2.0,2146.0,915000,2020,bouldercounty
"1200 AURORA AVE  , BOULDER, CO 80302",80302,5.0,2.5,2714.0,1640000,2020,bouldercounty
"350 ARAPAHOE AVE 4, BOULDER, CO 80302",80302,2.0,1.5,851.0,170000,2020,bouldercounty
"4500 19TH ST 128, BOULDER, CO 80304",80304,,0.0,924.0,62500,2020,bouldercounty
"3323 HICKOK PL  , BOULDER, CO 80301",80301,3.0,2.0,1262.0,465000,2020,bouldercounty
"4866 BRANDON CREEK DR  , BOULDER, CO 80301",80301,2.0,1.0,936.0,523500,2020,bouldercounty
"3021 EDISON CT  , BOULDER, CO 80301-2246",80301-2246,3.0,2.0,1566.0,559000,2020,bouldercounty
"3780 26TH ST  , BOULDER, CO 80304-1324",80304-1324,4.0,3.5,3999.0,1325000,2020,bouldercounty
"1175 GEORGETOWN RD  , LONGMONT, CO 80501",80501,3.0,1.5,960.0,750000,2020,bouldercounty
"670 QUINCE CIR  , BOULDER, CO 80304",80304,3.0,1.5,1412.0,741500,2020,bouldercounty
"5249 PIERRE ST  , BOULDER, CO 80304",80304,6.0,3.0,3669.0,1600000,2020,bouldercounty
"4650 TALBOT DR  , BOULDER, CO 80305",80305,3.0,1.5,1808.0,719500,2020,bouldercounty
"2002 BASELINE RD  , PITTSBURGH, PA 15215",15215,4.0,2.0,1551.0,939000,2020,bouldercounty
"617 MAPLETON AVE  , BOULDER, CO 80304",80304,3.0,1.0,1490.0,1232500,2020,bouldercounty
"4500 19TH ST 455, BOULDER, CO 80304",80304,,0.0,1568.0,115000,2020,bouldercounty
"2800 KALMIA AVE A107, LITTLETON, CO 80123",80123,2.0,1.0,880.0,285000,2020,bouldercounty
"730 32ND ST  , BOULDER, CO 80302",80302,5.0,1.5,2052.0,780000,2020,bouldercounty
"3545 MOORHEAD AVE  , LAFAYETTE, CO 80026",80026,3.0,2.0,1932.0,679400,2020,bouldercounty
"2444 9TH ST 2, BOULDER, CO 80303",80303,2.0,1.5,900.0,575000,2020,bouldercounty
"750 13TH ST  , BOULDER, CO 80302",80302,3.0,1.5,1980.0,1055000,2020,bouldercounty
"1415 DELLWOOD AVE  , BOULDER, CO 80304",80304,3.0,1.0,1269.0,875000,2020,bouldercounty
"4500 19TH ST 507, BOULDER, CO 80304-0623",80304-0623,,0.0,924.0,20000,2020,bouldercounty
"3120 CORONA TRL L209, FALLS CHURCH, VA 22042",22042,2.0,1.5,966.0,362000,2020,bouldercounty
"2800 KALMIA AVE C309, BOULDER, CO 80301",80301,2.0,1.5,880.0,300000,2020,bouldercounty
"3677 IRIS AVE 6, SAN FRANCISCO, CA 94132",94132,3.0,2.5,1870.0,555000,2020,bouldercounty
"4289 MONROE DR C, BOULDER, CO 80303",80303,2.0,1.5,1056.0,510000,2020,bouldercounty
"765 46TH ST  , BOULDER, CO 80305",80305,3.0,2.0,1263.0,740000,2020,bouldercounty
"77 BENTHAVEN PL  , BOULDER, CO 80305",80305,3.0,1.5,1368.0,790000,2020,bouldercounty
"4620 GREENBRIAR CT  , BOULDER, CO 80305",80305,3.0,3.0,1399.0,795000,2020,bouldercounty
"1934 18TH ST 9, BOULDER, CO 80302-5543",80302-5543,1.0,1.0,406.0,325000,2020,bouldercounty
"1405 BROADWAY  312, BOULDER, CO 80302",80302,1.0,1.0,425.0,310500,2020,bouldercounty
"2800 KALMIA AVE A125, BOULDER, CO 80301",80301,2.0,1.5,880.0,310000,2020,bouldercounty
"3565 28TH ST 106, BOULDER, CO 80301",80301,2.0,1.5,830.0,295000,2020,bouldercounty
"735 MOHAWK DR  , BOULDER, CO 80303",80303,4.0,1.5,1660.0,735000,2020,bouldercounty
"5315 ILLINI WAY  , BOULDER, CO 80303",80303,5.0,2.0,2296.0,785000,2020,bouldercounty
"4605 PAWNEE PL  , BOULDER, CO 80303",80303,5.0,3.0,4525.0,1450000,2020,bouldercounty
